year,month,tmax,tmin,rain_mm
1942,1,5.8,2.1,114.0
1942,2,4.2,-0.6,13.8
1942,3,9.7,3.7,58.0
1942,4,13.1,5.3,42.5
1942,5,14.0,6.9,101.1
1942,6,16.2,9.9,2.3
1942,7,17.4,11.3,70.2
1942,8,18.7,12.3,78.5
1942,9,16.4,10.7,146.8
1942,10,13.1,8.2,131.1
1942,11,9.2,4.6,19.8
1942,12,9.6,6.2,183.9
1943,1,8.2,3.5,176.7
1943,2,8.9,4.6,65.4
1943,3,10.2,4.1,21.0
1943,4,13.0,6.8,39.4
1943,5,14.1,7.4,83.5
1943,6,15.9,9.8,58.7
1943,7,18.6,11.7,57.3
1943,8,18.1,12.0,86.5
1943,9,15.8,10.0,127.1
1943,10,13.6,8.3,120.3
1943,11,9.7,5.9,93.0
1943,12,6.9,2.7,63.6
1944,1,9.2,5.8,87.9
1944,2,6.5,3.1,34.0
1944,3,8.6,3.1,17.0
1944,4,12.7,6.6,44.9
1944,5,13.8,7.0,37.2
1944,6,15.4,9.9,53.2
1944,7,18.2,12.6,54.5
1944,8,19.7,12.8,100.2
1944,9,15.7,10.3,80.7
1944,10,12.1,7.8,131.9
1944,11,9.5,5.8,156.2
1944,12,7.7,4.3,71.9
1945,1,4.5,1.3,58.8
1945,2,9.6,5.1,110.7
1945,3,10.4,5.2,34.3
1945,4,13.3,6.6,55.1
1945,5,14.3,8.3,82.8
1945,6,16.5,10.2,68.5
1945,7,17.4,12.2,130.6
1945,8,18.1,11.9,41.9
1945,9,17.1,11.3,61.2
1945,10,15.2,9.1,66.9
1945,11,10.7,5.6,34.7
1945,12,8.9,5.1,116.2
1946,1,6.9,2.2,138.0
1946,2,8.2,4.9,78.6
1946,3,8.7,2.6,28.9
1946,4,12.8,6.3,30.9
1946,5,14.1,6.7,59.3
1946,6,14.6,8.8,79.4
1946,7,17.1,11.2,62.6
1946,8,16.3,11.0,121.6
1946,9,16.3,11.3,103.1
1946,12,7.2,3.1,106.6
1947,1,5.8,1.4,122.9
1947,5,13.9,8.0,99.1
1947,6,17.0,10.4,67.4
1947,7,17.4,11.7,52.8
1947,8,21.4,13.2,20.2
1947,9,17.5,11.4,69.5
1947,10,14.2,8.0,29.9
1947,11,10.1,6.5,100.1
1947,12,7.7,4.9,92.9
1948,1,8.2,4.6,167.5
1948,2,7.4,2.9,56.8
1948,3,13.5,5.8,51.9
1948,4,11.4,4.8,36.4
1948,5,14.2,6.7,44.7
1948,6,14.7,9.8,59.4
1948,7,16.9,11.6,103.1
1948,8,17.0,11.8,102.4
1948,9,15.7,11.1,77.9
1948,10,13.3,8.5,87.4
1948,11,11.5,6.9,95.6
1948,12,8.5,4.2,175.9
1949,1,8.6,5.0,44.0
1949,2,8.7,4.4,36.6
1949,3,8.7,3.3,44.4
1949,5,13.4,6.6,67.9
1949,6,17.4,11.3,24.6
1949,7,19.9,12.5,45.0
1949,8,19.0,12.8,59.1
1949,9,19.5,12.5,28.3
1949,10,15.2,9.9,181.1
1949,11,10.2,6.1,147.6
1949,12,8.7,5.4,115.3
1950,1,7.3,3.2,29.9
1950,2,8.3,3.9,176.7
1950,3,10.8,4.8,57.5
1950,4,10.3,5.3,84.9
1950,5,14.7,7.6,60.5
1950,6,17.9,11.2,40.3
1950,7,17.9,12.0,63.4
1950,8,17.4,11.5,158.2
1950,9,15.3,10.7,208.8
1950,10,12.9,8.0,91.9
1950,11,9.1,4.8,170.3
1950,12,4.7,1.7,119.5
1951,1,6.7,3.2,89.3
1951,2,6.4,2.0,92.9
1951,3,6.9,2.2,112.6
1951,4,9.6,3.7,77.1
1951,5,12.5,6.3,65.7
1951,6,16.3,9.4,27.1
1951,7,18.3,11.8,78.0
1951,8,16.9,11.3,136.5
1951,9,16.4,11.8,112.1
1951,10,13.6,8.1,35.3
1951,11,11.0,7.2,168.8
1951,12,8.7,5.4,141.6
1952,1,6.2,2.8,122.6
1952,2,6.9,2.2,36.3
1952,3,9.4,4.7,49.1
1952,4,12.3,5.6,80.6
1952,5,15.2,8.9,112.7
1952,6,15.8,9.9,87.0
1952,7,18.6,12.4,49.1
1952,8,17.9,12.1,121.5
1952,9,14.2,8.8,113.1
1952,10,12.5,8.0,115.7
1952,11,7.8,4.3,93.0
1952,12,6.9,3.1,96.1
1953,1,6.8,2.9,43.1
1953,2,7.4,2.8,46.6
1953,3,9.8,2.4,60.0
1953,4,10.2,4.0,66.8
1953,5,15.2,8.6,55.1
1953,6,15.7,9.6,58.7
1953,7,17.2,11.7,60.5
1953,8,18.3,12.2,83.5
1953,9,16.2,11.2,110.3
1953,10,13.6,7.8,82.0
1953,11,11.2,7.4,126.5
1953,12,10.1,7.0,42.6
1954,1,6.3,2.9,78.6
1954,2,6.4,1.5,72.8
1954,3,9.1,3.8,83.2
1954,4,11.3,4.2,21.7
1954,5,13.3,7.6,83.4
1954,6,15.3,9.7,86.2
1954,7,15.8,11.1,64.2
1954,8,16.1,11.2,83.4
1954,9,15.3,10.2,90.1
1954,10,14.1,10.3,189.1
1954,11,10.4,5.9,232.3
1954,12,9.2,6.2,102.2
1955,1,6.1,2.4,70.2
1955,2,4.6,0.2,48.6
1955,3,6.9,0.5,83.5
1955,4,11.9,5.4,59.9
1955,5,12.6,6.9,70.1
1955,6,16.5,10.9,94.1
1955,7,19.2,11.6,14.7
1955,8,21.3,14.0,29.9
1955,9,17.2,11.6,58.9
1955,10,12.9,8.0,72.0
1955,11,10.3,5.2,55.7
1955,12,9.1,5.6,130.2
1956,1,7.1,3.6,102.0
1956,2,3.4,-1.8,18.9
1956,3,10.6,3.9,33.4
1956,4,10.6,3.8,24.2
1956,5,14.5,7.7,25.7
1956,6,15.0,9.3,56.6
1956,7,17.6,12.0,82.8
1956,8,15.7,10.7,103.2
1956,9,16.9,11.9,107.8
1956,10,12.7,8.2,42.8
1956,11,9.1,6.0,66.0
1956,12,8.5,5.4,114.6
1957,1,8.6,3.9,80.6
1957,2,8.5,3.2,85.1
1957,3,12.2,7.4,83.1
1957,4,11.3,6.2,7.4
1957,5,13.6,7.4,54.1
1957,6,18.2,10.6,48.5
1957,7,17.7,12.7,123.2
1957,8,17.7,12.5,52.3
